,정거장,지역(도),지역(구)
655,해청빌라,서울특별시,강북구
656,북서울꿈의숲,서울특별시,강북구
657,다리앞,서울특별시,강북구
658,미아역.신일중고,서울특별시,강북구
659,삼일약국.롯데마트,서울특별시,강북구
660,광산사거리,서울특별시,강북구
661,영신여객차고지(우이동종점),서울특별시,강북구
662,번동삼거리,서울특별시,강북구
663,화계사입구.한신대학교대학원,서울특별시,강북구
664,수유중앙시장,서울특별시,강북구
665,화계사입구.한신대학교대학원,서울특별시,강북구
666,강북구의회.강북문화예술회관,서울특별시,강북구
667,강북구청사거리,서울특별시,강북구
668,강북청소년수련관,서울특별시,강북구
669,삼양동사거리입구,서울특별시,강북구
670,오현초등학교,서울특별시,강북구
671,서울영어마을수유캠프국립재활원입구,서울특별시,강북구
672,수유2동주민센터우이시장,서울특별시,강북구
673,화계사입구사거리,서울특별시,강북구
674,한국사회봉사회,서울특별시,강북구
675,영순슈퍼,서울특별시,강북구
676,두산위브아파트입구,서울특별시,강북구
677,당진슈퍼,서울특별시,강북구
678,가오리역,서울특별시,강북구
679,광산사거리,서울특별시,강북구
680,수유동삼양탕앞,서울특별시,강북구
681,한양아파트입구.삼덕상운,서울특별시,강북구
682,삼우하이츠빌라,서울특별시,강북구
683,성당앞,서울특별시,강북구
684,수유역.강북구청,서울특별시,강북구
685,한영교회,서울특별시,강북구
686,벽산아파트,서울특별시,강북구
687,번동주공3단지,서울특별시,강북구
688,성원아파트,서울특별시,강북구
689,강북노인종합복지관,서울특별시,강북구
690,한영교회,서울특별시,강북구
691,모아빌라,서울특별시,강북구
692,롯데마트삼양점.래미안1차아파트,서울특별시,강북구
693,수유1동주민센터.파출소,서울특별시,강북구
694,미양중고등학교,서울특별시,강북구
695,강북구청,서울특별시,강북구
696,국립재활원,서울특별시,강북구
697,마을버스사무실,서울특별시,강북구
698,우이초등학교,서울특별시,강북구
699,교육촌경로당,서울특별시,강북구
700,삼양신협,서울특별시,강북구
701,백련사,서울특별시,강북구
702,번동5거리.북부노동지청,서울특별시,강북구
703,국립4.19민주묘지,서울특별시,강북구
704,수유3동우체국,서울특별시,강북구
705,한성운수종점,서울특별시,강북구
706,우이동차고지기점,서울특별시,강북구
707,수유동삼양탕앞,서울특별시,강북구
708,번동초교.솔그린APT.하나은행,서울특별시,강북구
709,수유시장.성신여대미아캠퍼스앞,서울특별시,강북구
710,미아역3번출구,서울특별시,강북구
711,강북구청사거리,서울특별시,강북구
712,강북청소년문화정보도서관입구,서울특별시,강북구
713,진주빌딩,서울특별시,강북구
714,강북문화정보도서관,서울특별시,강북구
715,북서울꿈의숲,서울특별시,강북구
716,당진슈퍼,서울특별시,강북구
717,번동사거리,서울특별시,강북구
718,수유(강북구청)역,서울특별시,강북구
719,금호.현대아파트,서울특별시,강북구
720,혜화여고,서울특별시,강북구
721,초안교,서울특별시,강북구
722,꿈의숲해링턴아파트101동앞,서울특별시,강북구
723,인수동백운교회입구,서울특별시,강북구
724,미송경로당,서울특별시,강북구
725,우이초등학교,서울특별시,강북구
726,양지빌라,서울특별시,강북구
727,미아사거리역,서울특별시,강북구
728,인수동장미원,서울특별시,강북구
729,미아사거리역,서울특별시,강북구
730,삼각산119안전센터,서울특별시,강북구
731,대한병원,서울특별시,강북구
732,하나은행.새마을금고,서울특별시,강북구
733,국립419묘지,서울특별시,강북구
734,삼양오거리,서울특별시,강북구
735,강북경찰서입구,서울특별시,강북구
736,삼각산동삼각산아이원아파트정문,서울특별시,강북구
737,미아사거리역,서울특별시,강북구
738,삼성하이츠빌라,서울특별시,강북구
739,꿈의숲해링턴아파트108동앞,서울특별시,강북구
740,화계사입구,서울특별시,강북구
741,국립4.19민주묘지입구사거리,서울특별시,강북구
742,백련사,서울특별시,강북구
743,근현대사기념관,서울특별시,강북구
744,화계사입구.한신대학교대학원,서울특별시,강북구
745,강북노인종합복지관,서울특별시,강북구
746,북한산스카이빌딩앞,서울특별시,강북구
747,믿음슈퍼,서울특별시,강북구
748,금강슈퍼,서울특별시,강북구
749,로얄공인중계사무소,서울특별시,강북구
750,한빛맹학교 앞 GS편의점,서울특별시,강북구
751,삼양동사거리입구,서울특별시,강북구
752,보람빌딩,서울특별시,강북구
753,미아역7번출구,서울특별시,강북구
754,중앙시장,서울특별시,강북구
755,수유중학교혜화여고,서울특별시,강북구
756,믿음슈퍼,서울특별시,강북구
757,오현초등학교,서울특별시,강북구
758,신구한일아파트입구,서울특별시,강북구
759,인수중학교.극동아파트,서울특별시,강북구
760,주공3단지정문,서울특별시,강북구
761,삼양동벽산라이브파크미양초등학교,서울특별시,강북구
762,금강산병원.전자공단,서울특별시,강북구
763,강북보건소앞.번2동주민센터,서울특별시,강북구
764,우이동,서울특별시,강북구
765,국립4.19민주묘지,서울특별시,강북구
766,송천초등학교.미아뉴타운입구,서울특별시,강북구
767,성암국제무역고등학교,서울특별시,강북구
768,구세군강북종합사회복지관입구,서울특별시,강북구
769,월산슈퍼,서울특별시,강북구
770,동북시장,서울특별시,강북구
771,빨래골입구,서울특별시,강북구
772,삼양부동산,서울특별시,강북구
773,번동주공아파트3단지4단지,서울특별시,강북구
774,송중초등학교,서울특별시,강북구
775,본원정사,서울특별시,강북구
776,번동해모로아파트,서울특별시,강북구
777,한일아파트후문,서울특별시,강북구
778,동문굿모닝힐,서울특별시,강북구
779,당진슈퍼,서울특별시,강북구
780,구세군강북종합사회복지관,서울특별시,강북구
781,삼각산동삼각산아이원아파트후문,서울특별시,강북구
782,강북청소년문화정보도서관입구,서울특별시,강북구
783,기산아파트.2단지후문,서울특별시,강북구
784,제일슈퍼,서울특별시,강북구
785,송중동경남아너스빌정문,서울특별시,강북구
786,주공5단지,서울특별시,강북구
787,기도원입구,서울특별시,강북구
788,송천초등학교.미아뉴타운입구,서울특별시,강북구
789,꿈의숲해링턴아파트108동앞,서울특별시,강북구
790,우이동성원아파트,서울특별시,강북구
791,번동주공1단지,서울특별시,강북구
792,강북청소년수련관,서울특별시,강북구
793,방천시장입구,서울특별시,강북구
794,광산사거리,서울특별시,강북구
795,성원아파트,서울특별시,강북구
796,금호.현대아파트,서울특별시,강북구
797,삼각산동SK아파트북한산시티미양초등학교,서울특별시,강북구
798,강북문화정보도서관.해모로아파트,서울특별시,강북구
799,수유중앙시장,서울특별시,강북구
800,솔샘터널,서울특별시,강북구
801,번동슈퍼,서울특별시,강북구
802,미아사거리역.롯데백화점,서울특별시,강북구
803,강북청소년수련관,서울특별시,강북구
804,동문굿모닝힐,서울특별시,강북구
805,수유시장,서울특별시,강북구
806,구세군강북종합사회복지관,서울특별시,강북구
807,롯데마트삼양점.래미안1차아파트,서울특별시,강북구
808,벽산아파트,서울특별시,강북구
809,번3동주민센터,서울특별시,강북구
810,화계유치원,서울특별시,강북구
811,북부수도사업소,서울특별시,강북구
812,서울영어마을수유캠프국립재활원입구,서울특별시,강북구
813,번동사거리,서울특별시,강북구
814,우이초등학교후문,서울특별시,강북구
815,방천시장입구,서울특별시,강북구
816,북부시장입구,서울특별시,강북구
817,보람미용실,서울특별시,강북구
818,번동초등학교,서울특별시,강북구
819,국립419묘지삼거리.윤극영가옥,서울특별시,강북구
820,송암교회.화계사거리,서울특별시,강북구
821,대한병원,서울특별시,강북구
822,화계사입구사거리,서울특별시,강북구
823,경남아파트,서울특별시,강북구
824,로얄공인중계사무소,서울특별시,강북구
825,테크노마트C,서울특별시,광진구
826,용마사거리,서울특별시,광진구
827,광장동현대아파트앞,서울특별시,광진구
828,현대아파트앞,서울특별시,광진구
829,워커힐입구,서울특별시,광진구
830,워커힐아파트.광장동,서울특별시,광진구
831,광장동현대아파트앞,서울특별시,광진구
832,워커힐아파트,서울특별시,광진구
833,워커힐아파트앞,서울특별시,광진구
834,자양동,서울특별시,광진구
835,자양동,서울특별시,광진구
836,광진구의회,서울특별시,광진구
837,광진구의회,서울특별시,광진구
838,건대입구역,서울특별시,광진구
839,건대입구역,서울특별시,광진구
840,세종대학교,서울특별시,광진구
841,세종대학교,서울특별시,광진구
842,군자역,서울특별시,광진구
843,군자역,서울특별시,광진구
844,면곡시장,서울특별시,광진구
845,구동양마트앞,서울특별시,광진구
846,프라임아파트앞,서울특별시,광진구
847,지영슈퍼,서울특별시,광진구
848,그랜드마트앞,서울특별시,광진구
849,종로약국앞,서울특별시,광진구
850,하나약국,서울특별시,광진구
851,구의사거리.광진소방서앞,서울특별시,광진구
852,광진경찰서,서울특별시,광진구
853,강변역A,서울특별시,광진구
